oid	accepted_name	accepted_rank	max_ma	min_ma	stratigraphy	lithostratigraphy	biostratigraphy	locality	country_code	references	specimen_no	pbdb_occurrences	gbif_occurrences	lat	lng	utm	paleo_lng	paleo_lat	higher_than	comments
339	Nannopterygius enthekiodon	species	154.73	147.72	upper Kimmeridgian–lower Tithonian	Kimmeridge Clay Formation		Ely, Cambridge, Cambridgeshire, UK	GB	Zverkov2020ZJLS	CAMSM J29421, CAMSM J29422			52.386	0.253					
340	Nannopterygius enthekiodon	species	154.73	147.72	upper Kimmeridgian–lower Tithonian	Kimmeridge Clay Formation		Shotover, Oxfordshire, UK	GB	Zverkov2020ZJLS	OUMNH J10346, OUMNH J10574/1-19, OUMNH 10360/a.b			51.746	-1.177					
341	Nannopterygius	genus	154.73	147.72	upper Kimmeridgian–lower Tithonian	Kimmeridge Clay Formation		Shotover, Oxfordshire, UK	GB	Zverkov2020ZJLS	OUMNH J48757, OUMNH J50333, OUMNH J48756			51.746	-1.177					
342	Nannopterygius	genus	157.25	147.93	Kimmeridgian–Tithonian	Kimmeridge Clay Formation	Pictonia Baylei–Virgatopavlovia fittoni ammonoid biozones	Cumnor, Oxfordshire, UK	GB	Zverkov2020ZJLS	OUMNH J12031			51.730	-1.334					
343	Nannopterygius	genus	157.25	147.93	Kimmeridgian–Tithonian	Kimmeridge Clay Formation?	Pictonia Baylei–Virgatopavlovia fittoni ammonoid biozones	St Helens, Abingdon, Oxfordshire, UK	GB	Zverkov2020ZJLS	OUMNH J68534, OUMNH J68535			51.668	-1.287					
344	Nannopterygius	genus	157.25	147.93	Kimmeridgian–Tithonian	Kimmeridge Clay Formation?	Pictonia Baylei–Virgatopavlovia fittoni ammonoid biozones	Garsington, Oxfordshire, UK	GB	Zverkov2020ZJLS	OUMNH J54546			51.717	-1.154					
345	Nannopterygius	genus	151.92	147.93		Upper Kimmeridge Clay Formation?	Pectinatites elegans–Virgatopavlovia fittoni ammonoid biozones	Oday Common, Abingdon, Oxfordshire, UK	GB	Zverkov2020ZJLS	MJML J1174			51.651	-1.290					
346	Nannopterygius	genus	157.25	147.93	Kimmeridgian–Tithonian	Kimmeridge Clay Formation?	Pictonia Baylei–Virgatopavlovia fittoni ammonoid biozones	Kimmeridge Bay, Kimmeridge, Dorset, UK	GB	Zverkov2020ZJLS	NHMUK uncatalogued			50.61158	-2.13163					possibly original material described as Enthekiodon
347	Nannopterygius saveljeviensis	species	147.93	147.45	middle Volgian		Virgatites virgatus Biozone	Brickworks Quarry, Gorny, Krasnopartisansky District, Saratov Region	RU	Zverkov2020ZJLS	SSU 104a-23	1094596		51.775	48.553					
348	Nannopterygius cf. saveljeviensis	species	149.59	147.53	middle Volgian		Dorsoplanites panderi Biozone	Saveljevsky Shale mine near Gorny, Krasnopartisansky District, Saratov Region	RU	Zverkov2020ZJLS	PRM 2836			51.775	48.553					
349	Nannopterygius yasykovi	species	147.45	146.9	middle Volgian		Epivirgatites nikitini Biozone	'Detskiy sanatorium' near Ulyanovsk, Volga Region, Russia	RU	Zverkov2020ZJLS	UPM EP-II-7			54.375	48.539					
350	Nannopterygius saveljeviensis	species	147.45	146.9	middle Volgian		Virgatites virgatus Biozone	near Ulyanovsk, Volga Region, Russia	RU	Zverkov2020ZJLS	UPM EP-II-9(1000)			54.157656	48.642742					
351	Nannopterygius saveljeviensis	species	147.45	146.9	middle Volgian		Epivirgatites nikitini Biozone	Kashpir, Samara Region, Russia	RU	Zverkov2020ZJLS	UPM EП-II-10(1160)			53.125519	48.827939					
352	Nannopterygius saveljeviensis	species	147.45	146.9	middle Volgian		Epivirgatites nikitini Biozone	near Ulyanovsk, Volga Region, Russia	RU	Zverkov2020ZJLS	UPM EP-II-17(864), UPM EP-II-16(1202), UPM EP-II-8(1076)			54.157656	48.642742					
353	Nannopterygius cf. saveljeviensis	species	147.45	146.9	middle Volgian		Dorsoplanites panderi Biozone	near Ulyanovsk, Volga Region, Russia	RU	Zverkov2020ZJLS	UPM EП-II-13(1151)			54.157656	48.642742					
354	Nannopterygius	genus	146.96	146.45	upper Volgian		Kachpurites fulgens Biozone	Lopatinsky Phosphate Mine, near Khorlovo village, Mosco Region, Russia	RU	Zverkov2020ZJLS	UPM EP-II-12(4-M)			55.32371	38.75296					
355	Nannopterygius yasykovi	species	146.96	146.45	upper Volgian		Kachpurites fulgens Biozone	Lopatinsky Phosphate Mine, near Khorlovo village, Mosco Region, Russia	RU	Zverkov2020ZJLS	UPM EP-II-11(3-M)	1094597		55.32371	38.75296					
356	Nannopterygius saveljeviensis	species	146.96	146.45	upper Volgian		Kachpurites fulgens Biozone	Slantsevy Rudnik near Ulyanovsk, Volga Region, Russia	RU	Zverkov2020ZJLS	UPM EP-II-15(153)			54.44893	48.39424					
357	Nannopterygius saveljeviensis	species	146.72	146.45	upper Volgian		Garniericeras catenulatum BioZone, Craspedites subdites Biozone	'Detskiy sanatorium' near Ulyanovsk, Volga Region, Russia	RU	Zverkov2020ZJLS	UPM EP-II-14(881)			54.375	48.539					
358	Nannopterygius cf. yasykovi	species	147.93	147.45	middle Volgian		Virgatites virgatus Biozone	Lopatinsky Phosphate Mine, near Khorlovo village, Mosco Region, Russia	RU	Zverkov2020ZJLS	SGM 0846-03			55.32371	38.75296					
359	Nannopterygius cf. yasykovi	species	147.93	147.45	middle Volgian		Virgatites virgatus–Epivirgatites nikitini biozones	Ramensky Mining Quarry, Ramensky District, Mosco Region, Russia	RU	Zverkov2020ZJLS	SGM 1674-02			55.40734	38.23463					
360	Nannopterygius cf. saveljeviensis	species	149.59	147.53	middle Volgian		Dorsoplanites panderi Biozone	Kutseba Saratov Region, Russia	RU	Zverkov2020ZJLS	SGM tem-11			51.75918	50.64666					
361	Nannopterygius borealis	species	141.75	141.15	Berriasian	Hofer Formation	Hectoroceras kochi Biozone	Berghaus Island, Franz Joseph Land	RU	Zverkov2020ZJLS	CCMGE 45-46/13328			80.288	58.83205					location at centre Berghaus Island
362	Nannopterygius borealis	species	144.67	144.1	uppermost Volgian	Slottsmøya Member, Agardfjellet Formation		North side of Janusfjellet, Spitsbergen, Svalbard	SJ	Delsett2018P,Zverkov2020ZJLS	PMO 222.658			78.33657	15.83501	UTM WGS84 33X 0518844 8696066				location at centre Berghaus Island
363	Protoichthyosaurus prostaxalis	species	197.95	196.4	lower Sinemurian		Arnioceras semicostatum Biozone	Fell Mill Farm, Honington, Warwickshire, England, UK	GB	Lomax2019P	BMT 1955.G35.1			52.07118	-1.59729					
364	Temnodontosaurus	genus	201.36	191.36	Hettangian–Sinemurian	Estratos de Rencoret–La Negra formations		Mantos Blancos Mine, Antofagasta Region, northern Chile	CL	Otero2019JSAES	SGO.PV.324			-23.56133	-69.99487					
365	Protoichthyosaurus prostaxalis	species	201.08	200.91	lower Hettangian		Psiloceras planorbis Biozone, Caloceras johnstoni Subbiozone	Barrow-upon-Soar, Leicestershire, England, UK	GB	Lomax2019GM	LEICT G142.1991, LEICT G738.1889			52.7441	-1.1578					
366	Protoichthyosaurus	genus	200.91	199.36	lower Hettangian	Salford Shale member, Blue Lias Formation	Alsatites liasicus–Schlotheimia angulata biozones	Southam Cement Works Quarry, Warwickshire, England, UK	GB	Lomax2019GM	WARMS G15646			52.27112	-1.37622					
367	Protoichthyosaurus	genus							GB	Lomax2019GM	LDUCZ #X424									
368	Eurhinosaurus longirostris	species	181.21	180.36	lower Toarcian	Posidonienschiefer Formation, bed Lias εII,10	Harpoceras serpentinum Ammonoid Biozone, Cleviceras falciferum Ammonoid Subbiozone	Holzmaden, Baden-Württemberg, Germany	DE	vonHuene1938NJFMGPBB	NHMUK PV R5465			48.63539	9.52693					
369	Ichthyosauria	clade	201.36	199.4	lower Lower Jurassic	Lower Lias		Owthore, Rushcliffe, Nottinghamshire, ENgland, UK	GB	Lomax2015PGA	BGS:GSM 84563, DBMYU 1986-996, DONMG 2013.8.561			52.89494	-1.00598					
370	Ichthyosauria	clade	209.56	201.36	Rhaetian	Rhaetic Bone Bed, Westbury Formation, Penarth Group		Railway Cutting, 1/2 mile east of Barnstone, Ruchcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA	BGS:GSM Zr 8594, BGS:GSM Zr 8595, LSICT G361.1973.1–3, NHMUK PV R9148–9151, NHMUK PV R9159–9162, NHMUK PV R 9163–9168, NHMUK PV R 9169, NHMUK PV 9179, NHMUK PV R 9180			52.88758	-1.09137					
371	Ichthyosauria	clade	201.36	199.4	lower Lower Jurassic	Lower Lias		Cropwell Butler, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA	DONMG 1919.17b.105, DONMG 2013.8.564, DONMG 2013.8.576			52.92717	-0.98275					
372	Ichthyosauria	clade	201.36	200.91	Hettangian	Lower Lias		Normanton Hills, near Normanton son Soar, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA	LEICT G454.1951.167, LEICT G454.1951.168, LEICT G454.1951.169, LEICT G454.1951.170, LEICT G454.1951.171, LEICT G558.1952, LEICT G454.1951.5			52.80683	-1.21396					
373	Ichthyosauria	clade	201.36	200.91	Hettangian	Lower Lias	Psiloceras planorbis Biozone	Normanton Hills, near Normanton son Soar, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA	LEICT G378.1953.13.1, LEICT G378.1953.13.2, LEICT G378.1953.13.3, LEICT G378.1953.13.4, LEICT G297.1954			52.80683	-1.21396					
374	Ichthyosauria	clade	201.36	200.91	Hettangian	Lower Lias		Costock, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA	LEICT G109.1991, NOTNH FS5558			52.83161	-1.14699					
375	Ichthyosauria	clade	209.56	201.36	Rhaetian	Rhaetic Bone Bed, Westbury Formation, Penarth Group		Staple Pit, Newark-upon-Trent, Nottinghamshire, Englangd, UK	GB	Lomax2015PGA	LEIUG 88987			53.084	-0.817					
376	Ichthyosauria	clade	201.36	199.4	lower Lower Jurassic	Lower Lias		Balderton, near Newark-on-Trent, Nottinghamshire, Englangd, UK	GB	Lomax2015PGA	NOTNH FS8219, NOTNH FS8219, NOTNH FS8220, NOTNH FS8221, NOTNH FS10438, NOTNH FS10439			53.05593	-0.77477					
377	Ichthyosauria	clade	201.36	199.4	lower Lower Jurassic	Lower Lias		Barnstone Quarry, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA	NOTNH FS13770, UOD D1			52.90781	-0.90541					
378	Ichthyosaurus	genus	201.36	199.4	lower Lower Jurassic	Lower Lias		Cropwell Butler, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA	DONMG 2013.8.552			52.92717	-0.98275					
379	Ichthyosaurus	genus	201.36	199.4	lower Lower Jurassic	Lower Lias		Cropwell Bishop, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA	NOTNH FS3323, NOTNH FS3456A, NOTNH FS3456B			52.91403	-0.98445					
380	Ichthyosaurus	genus						Nottinghamshire?, England, UK	GB	Lomax2015PGA	DONMG 2013.8.553									
381	Ichthyosaurus	genus	201.36	199.4	lower Lower Jurassic	Lower Lias		Barnstone Quarry, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA	NOTNH FS4940			52.90781	-0.90541					
382	Ichthyosauria	clade	201.36	199.4	lower Lower Jurassic	Lower Lias		Granby, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA	KINCM 1956.85.1			52.91836	-0.88527					
383	Temnodontosaurus	genus	201.36	200.91	Hettangian	Lower Lias		Barnstone Quarry, Rushcliffe, Nottinghamshire, England, UK	GB	Lomax2015PGA	LEICT G463.1972			52.90781	-0.90541					
384	Ichthyosauria	clade	113.14	100.5	Albian	Kiamichi Shale/Fort Worth Limestone		Fort Worth, Texas, USA	US	McNultyJr1962JPa	MPSMU 60314			32.733	-97.348					
385	Ichthyosaurus conybeari	species	199.36	197.95	lower Sinemurian	Lower Lias	Arietites bucklandi Biozone	Doniford Bay, Watchet, Somerset, UK	GB	Massare2016JVP	NMW 93.5G.2			51.17938	-3.30951					
386	Ichthyosaurus conybeari	species	200.16	197.95	Hettangian–lower Sinemurian	Lower Lias	Schlotheimia angulata–Arietites bucklandi biozones	Lyme Regis, Dorset, Englang, UK	GB	Massare2016JVP	NHMUK OR 38523, BGS 956			50.717	-2.948					BGS 956 is holotype
387	Ichthyosaurus conybeari	species	191.05	190.74	lower Pliensbachian	Stonebarrow Marls Member, Charmouth Mudstone Formation	Uptonia jamesoni Biozone, Polymorphite polymorphous Subbiozone	Lyme Regis, Dorset, Englang, UK	GB	Massare2016JVP	NHMUK R15907			50.73024	-2.92549					
388	Temnodontosaurus cf. trigonodon	species	183.7	180.36	lower Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Aubächle bei Aselfingen, Baden-Württemberg, Germany	DE	Maisch2004JLFGRBB	SLGRB E819			47.85215	8.47729					
389	Ichthyosauria	clade	188.29	185.09	late Pliensbachian	Red Deer Member	Amaltheus margaritatus Biozone	Scalp Creek, Clearwater County, British Columbia, Canada	CA	Martindale2017G	TMP 1994.108.0001			51.753	-115.581					
390	Ichthyosauria	clade			Senonian			Bedeille, Saint-Croix Canton, Ariège, France	FR	Pouech1881BSGF				43.08258	1.10259					
391	Ichthyosauria	clade	226.54	222.5	lower Norian			Col de Teremba, New Caledonia	NC	Mazin1985RP	AU6037			-21.72876	165.71576					
392	Ichthyosauria	clade	226.54	222.5	lower Norian			Île Ducos, Baie de Saint Vincent, New Caledonia	NC	Mazin1985RP	AU7202			-22.00931	166.03436					
393	Ichthyosauria	clade	226.54	222.5	lower Norian			Île Page, Baie de Saint Vincent, New Caledonia	NC	Mazin1985RP	JAG.M.NC287			-22.05197	166.08634					
394	Ichthyosauria	clade	217.52	209.56	middle–upper Norian			Île Page, Baie de Saint Vincent, New Caledonia	NC	Mazin1985RP				-22.05197	166.08634					
395	Ichthyosauria	clade	217.52	209.56	middle–upper Norian			Île Ducos, Baie de Saint Vincent, New Caledonia	NC	Mazin1985RP	HJC734, JDC3595			-22.00931	166.03436					
396	Brachypterygius extremus	species	157.25	152.06	Kimmeridgian	Kimmeridge Clay Formation, Wyke Siltstone?		Smallmouth Sands, Weymouth, Dorset, England, UK	GB	Boulenger1904PZSL,Moon2018MPS	NHMUK PV R3177			50.59388	-2.46409					Contralateral limb is WESTM 1978.219
397	Brachypterygius extremus	species	157.25	152.06	Kimmeridgian	Kimmeridge Clay Formation, Wyke Siltstone?		Mepal, Cambridgeshire, England, UK	GB	Moon2018MPS	CAMSM X39251			52.39778	0.11227					
398	Guizhouichthyosaurus tangae	species	244.34	244.14	Pelsonian	Falang Member, Wayao Formation	Nicoraella kockeli Conodont Biozone	Guanling County, Guizhou Province, China	CN	Li2002VPb	IVPP V 11865, IVPP V 11869			25.518888	104.905556					Originally *Cymbospondylus asiaticus*
399	Ophthalmosaurus icenicus	species	163.1	152.06	Oxfordian–Kimmeridgian			Elizarova, Syzransky District, Samara Region, Russia	RU	Arkhangelsky2018PJ	SKM OF 242/1–19			53.07836	48.42656					
400	Ophthalmosauridae	clade	166.07	163.1	Callovian	Oxford Clay Formation		Rodwell, Weymouth, Dorset, England, UK	GB	Delair1987PDNHAS	BNSS 0006			50.60337	-2.45065					
401	Ichthyosauria	clade	96.24	95.47	middle Cenomanian	Odiyam Member, Karai Formation		Kulakkalnattam, Tamil Nadu, India	IN	Ayyasami2016JGSI	GSI 21578			11.11722	78.94556					Originally referred to Platypterygius sp.
402	Ichthyosauria	clade	147.93	144.1	Portlandian			Boulogne-sur-Mer, Hauts-de-France, France	FR	Sauvage1888BSGFa				50.72600	1.61188					
403	Wahlisaurus massarae	species	201.36	201.16	uppermost Rhaetian–lowermost Hettangian	Pre-planorbis beds, Blue Lias Formation, Lias Group	Psiloceras tilmanni Ammonite Biozone	Sutton Hill Quarry, Bishop Sutton, Somerset, England, UK	GB	Lomax2018GJ	BRSMG Cg2405			51.32651	-2.57797					
404	Ophthalmosauridae	clade	157.25	154.73	Early Kimmeridgian	Bowser Lake Group, Skelhorne Assemblage		Klappan River, south of Maitland Creek, British Columbia, Canada	CA	Sissons2016CJES	TMP 2009.010.0001			57.33577	-129.59828					
405	Ichthyopterygia	clade	247.39	246.8	Spathian	Zhitkov Formation, Bed 58	Neocolumbites insignis Biozone	Cape Zhitkov, Russky Island, South Primorye, Russia	RU	Nakajima2022SR	NSM PV 23854			45.02247	131.93473					
406	Ichthyopterygia	clade	247.39	246.8	Spathian	Zhitkov Formation, Bed 58	Neocolumbites insignis Biozone	Cape Zhitkov, Russky Island, South Primorye, Russia	RU	Nakajima2022SR	NSM PV 24995			45.02247	131.93473					
407	Ichthyosauria	clade	182.9	182.05	Lower Toarcian	'Green Series'	Eleganticeras elegantum Subbiozone, Harpoceras falciferum Biozone	Grimmen Clay Pit, Mecklenburg-Western Pomerania, Germany	DE	Stumpf2016NJGPA	NLWL uncatalogued			54.11031	13.04528					
408	Ichthyosauria	clade	182.9	180.36	Lower Toarcian	'Green Series'	Harpoceras falciferum Biozone	Grimmen Clay Pit, Mecklenburg-Western Pomerania, Germany	DE	Stumpf2016NJGPA	GHM uncatalogued, GG 422/1, GG 422/2, GG422/3			54.11031	13.04528					
409	Temnodontosaurus cf. trigonodon	species	183.7	180.36	Lower Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Banz, Franconia, Bavaria, Germany	DE	Maisch2002GP	MB.R.2878.3			50.13296	11.00081					
410	Ichthyosauria	clade	209.56	201.36	Rhaetian	Westbury Formation, Penarth Group		Hampstead Farm Quarry, Aust, Gloucestershire, England, UK	GB	Mears2016PGA	BRSMG Csb87-116ii, BRSMG Csb86-9, BRSMG Csb85-48, BRSMG Csb87-134, BRSMG Csb89-1, BRSMG Csb85-80, BRSMG Csb89-12, BRSMG Csb85-60			51.60445	-2.60659					
411	Ichthyosauria	clade	169.45	168.28	Upper Bajocian			Bielefeld-Gadderbaum, Nordrhein-Westfalen, Germany	DE	Sachs2015BNVFBU	NAMU ES/jb-36041			52.018624	8.52163					
412	Ichthyosauria	clade	172.13	171.29	Upper Aalenian	Lower Lugwigienton Formation	Ludwigia murchisonae Biozone	Grube III, Bielefeld-Bethel, Nordrhein-Westfalen, Germany	DE	Sachs2015BNVFBU	NAMU ES/jb-7.263			52.00678	8.52530					
413	Ichthyosauria	clade	169.45	168.28	Upper Bajocian	Middle Parkinsonienton Formation		Bielefeld-Bethel, Nordrhein-Westfalen, Germany	DE	Sachs2015BNVFBU	NAMU ES/jb-7260			52.00678	8.52530					
414	Ichthyosaurus acutirostris	species	183.7	180.36	Lower Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Holzmaden, Baden-Württemburg, Germany	DE	Fraas1913JVFVNWb	SMNS			48.63539	9.52693					
415	Ichthyosaurus somersetensis	species	201.08	200.99	Lower Hettangian	Blue Lias Formation	Caloceras johnstoni Subbiozone, Psiloceras planorbis Biozone	Dinoford Bay, Watchet, Somerset, England, UK	GB	Lomax2017APP	NLMH 106234			51.17916	-3.31152					
416	Tholodus schmidi	species	246.8	237.0	Middle Triassic	Terebratulitenkalk		Jena, Germany	DE	Meyer1849P		1394195		50.92817	11.58794					
417	Platypterygiinae	clade	107.59	100.5	Upper Albian	Maiolica Formation	Biticinella breggiensis Biozone	Tregnago, Verona Province, Italy	IT	Fornaciari2017CR	IGVR 94574			45.53394	11.17928					
418	Platypterygiinae	clade	107.59	100.5	Upper Albian			Gombola, Modena Province, Italy	IT	Fornaciari2017CR	IPUM 30139			44.38707	10.72593					
419	Platypterygius	genus	113.14	93.9	Albian–Cenomanian	Fort Tarrett Formation		Forth Stockton, Pecos County, Texas, USA	US	vanVranken2017JPS	WM 2016-14-G			30.86118	102.54971					
420	Ichthyosaurus communis	species	199.76	198.89	latest Hettangian–earliest Sinemurian	Blue Lias Formation	JF3 Foraminifera Biozone, complanata-depressa Ammonite Subbiozone, conybeari Ammonite Subbiozone	Hock Cliff, Gloucestershire, England, UK?	GB	Lomax2017HB	BU 5289			51.77780	-2.39007					
421	Temnodontosaurus platyodon	species	182.9	180.36	Lower Toarcian	calcaire hydrolique de Vassy	Harpoceras serpentinum Ammonite Biozone	Saint-Colombe, Yonne, France	FR	Gaudry1893BSSHNY	MNHN			47.56625	3.96892					Originally Ichthyosaurus burgundiae
422	Ichthyosauria	clade	148.35	147.93	late Oxfordian	Ugpik Ravine Member, Bernbjerg Formation	Dorsoplanites ilovaiskii Subbiozone	Kuhn Ø, Kingofjeld, Greenland	GL	Delsett2019GM	GEUS 590347-1–72, GEUS 590347-84–98, GEUS 590347-27			74.74631	-20.20397					
423	Ichthyosauria	clade	126.01	123.88	Aptian	Machiques Member, Apon Formation	Deshayesites columbianus Biozone	Sierra de Perijá, Zulia State, Venezuela	VE	Moody1993A	MBLUZ P-48, MBLUZ P-365			10.30715	-72.52968					Originally identified as Platypterygius
424	Ichthyosauriformes	clade	247.04	246.8	Spathian	'Grippia niveau'	Bajarunia euomphala Ammonoid Biozone	Mount Viking, Sassendalen, Spitsbergen, Svalbard	SJ	Mazin1981CRAS	MNHN SVT 332			78.24944	16.80844					Originally Svalbardosaurus crassidens
425	Ophthalmosaurus?	genus	157.25	152.06	Kimmeridgian	Kimmeridge Clay Formation		cap de la Hève, Le Havre, Normandie, France	FR	Sauvage1902BSGN	MNHN			49.51241	0.06926					Originally Ichthyosaurus normanniae and Ichthyosaurus cuvieri: single specimen.
426	Ophthalmosauridae	clade	157.25	152.06	Kimmeridgian	Kimmeridge Clay Formation		cap de la Hève, Le Havre, Normandie, France	FR	Sauvage1902BSGN,Sauvage1911BSAAB	MNHN			49.51241	0.06926					Also described as Ichthyosaurus trigonus
427	Ichthyosauria	clade	144.67	144.1	uppermost Volgian	Slottsmøya Member, Agardfjellet Formation		Janusfjellet, Spitsbergen, Svalbard	SJ	Delsett2016GSLSP	PMO 222.665, PMO 222.251, PMO 222.659, PMO 224.252, PMO 224.166, PMO 222.657, PMO 222.660			78.196009	15.81540					
428	Ophthalmosaurus	genus	146.96	139.39	upper Volgian–Berriasian			Volonga River, Polar District, Nenets Autonomous Okrug, Russia	RU	Zverkov2015PZIR	IG KSC 415/38			67.15053	47.75680					
429	Ichthyosauria	clade	157.25	152.06	Kimmeridgian	Kimmeridge Clay Formation		Westbrook, Bromham, Wilshire, England, UK	GB	Owen1840RBAAS,Spamer1991BZN	ANSP 10124			51.39440	-2.05252					Originally Ichthyosaurus trigonus
430	Ichthyosauria	clade	209.56	201.36	Rhaetian	Kössener-Schichten	Rhabdoceras suessi Biozone	Rodaun, Vienna, Austria	AT	Zappe1976ANMW				48.12986	16.24015					
431	Ichthyosauria	clade	209.56	201.36	Rhaetian	Lower Lias		St Wolfgang, Oberösterrhein, Austria	AT	Zapfe1951JOM				47.73788	13.44827					
432	Platypterygius australis	species	107.59	100.5	upper Albian	Toolebuc Formation–Allaru Mustone	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	O'Connell Creek, Flinders River, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	MV P12989									
433	Platypterygius australis	species	107.59	100.5	upper Albian	Toolebuc Formation–Allaru Mustone	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Telemon Lease, Dunlace Station, Hughenden, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	QM F2453, QM F18307	949906, 1006723		-20.84478	144.19784					
434	Platypterygius australis	species	107.59	100.5	upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Dunraven Station, near Hughenden, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	AM F97620, AM F98273	947540		-20.84478	144.19784					
435	Platypterygius australis	species	107.59	100.5	upper Albian	Allaru Mudstone	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Ashgrove Station, Brixton, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	QM F2299	1006718								
436	Platypterygius australis	species	107.59	100.5	upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Lydia Downs Station, Nelia, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	QM F2573	1006719								
437	Platypterygius australis	species	107.59	100.5	upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Kilterry Station, Flinders River, near Julia Creek, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	QM F12314, QM F40822, QM F40823	1006722								
438	Platypterygius australis	species	107.59	100.5	upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Boremba Station, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	QM F34871	1006724								
439	Platypterygius australis	species	107.59	100.5	upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Warra Station, Boulia, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	QM F40821, SAM P44323	1006725								
440	Platypterygius australis	species	107.59	100.5	upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Galah Creek, Hughenden, Queensland, Australia	AU	Kear2005	QM F551	989266								
441	Platypterygius australis	species	107.59	100.5	upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Stewart Park, Flinders River, near Richmond, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	QM F3348	1006720								
442	Platypterygius australis	species	107.59	100.5	upper Albian	Toolebuc Formation	P. ludbrookiae Biozone/upper C. paradoxa–P. pannosus Biozone	Canary Station, Huenden, Queensland, Australia	AU	Wade1990MQM,Zammit2010JVP	QM F16811	1006742								
443	Eohupehsuchus brevicollis	species	247.39	246.8	upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Yangping, Yuan'an County, Hubei Province, China	CN	Chen2014POa	WGSC V26003	1409443		31.22307	111.55420					
444	Parahupehsuchus longus	species	247.39	246.8	upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Yangping, Yuan'an County, Hubei Province, China	CN	Chen2014PO	WGSC 26005	1200768		31.22307	111.55420					
445	Nanchangosaurus suni	species	247.39	246.8	upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Yangping, Yuan'an County, Hubei Province, China	CN	Chen2014POb	WGSC 26606	1301648		31.22307	111.55420					
446	Nanchangosaurus suni	species	247.39	246.8	upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Xunjian, Yuan'an County, Hubei Province, China	CN	Chen2014POb	GMC V646	1418845		31.38191	111.60576					
447	Hupehsuchus nanchangensis	species	247.39	246.8	upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Xunjian, Yuan'an County, Hubei Province, China	CN	Carroll1991PTRSBBS	IVPP V3232, IVPP V4068, IVPP V4069a, IVPP V4069b	966703		31.38191	111.60576					
448	Hupehsuchus nanchangensis	species	247.39	246.8	upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Xunjian, Yuan'an County, Hubei Province, China	CN	Chen2014PO	WGSC 26004			31.38191	111.60576					
449	Hupehsuchus nanchangensis	species	247.39	246.8	upper Spathian	Jialingjiang Formation, Member II	Neocolumbites insignis Ammonite Biozone	Mingfeng Twon, Yuan;an County, Hubei Province, China	CN	Wu2016HB	ZMNH M8217	1412684		31.07087	111.66970					
