"occurrence_no"	"record_type"	"reid_no"	"flags"	"collection_no"	"identified_name"	"identified_rank"	"identified_no"	"difference"	"accepted_name"	"accepted_attr"	"accepted_rank"	"accepted_no"	"early_interval"	"late_interval"	"max_ma"	"min_ma"	"ref_author"	"ref_pubyr"	"reference_no"	"phylum"	"class"	"order"	"family"	"genus"	"plant_organ"	"plant_organ2"	"abund_value"	"abund_unit"	"lng"	"lat"	"occurrence_comments"	"collection_name"	"collection_subset"	"collection_aka"	"cc"	"state"	"county"	"latlng_basis"	"latlng_precision"	"geogscale"	"geogcomments"	"paleomodel"	"paleolng"	"paleolat"	"geoplate"	"cc.1"	"protected"	"formation"	"stratgroup"	"member"	"stratscale"	"zone"	"localsection"	"localbed"	"localorder"	"regionalsection"	"regionalbed"	"regionalorder"	"stratcomments"	"lithdescript"	"lithology1"	"lithadj1"	"lithification1"	"minor_lithology1"	"fossilsfrom1"	"lithology2"	"lithadj2"	"lithification2"	"minor_lithology2"	"fossilsfrom2"	"environment"	"tectonic_setting"	"geology_comments"	"assembl_comps"	"articulated_parts"	"associated_parts"	"common_body_parts"	"rare_body_parts"	"feed_pred_traces"	"artifacts"	"component_comments"	"pres_mode"	"preservation_quality"	"spatial_resolution"	"temporal_resolution"	"lagerstatten"	"concentration"	"orientation"	"abund_in_sediment"	"sorting"	"fragmentation"	"bioerosion"	"encrustation"	"preservation_comments"	"collection_type"	"collection_methods"	"museum"	"collection_coverage"	"collection_size"	"rock_censused"	"collectors"	"collection_dates"	"collection_comments"	"taxonomy_comments"	"taxon_environment"	"environment_basis"	"motility"	"life_habit"	"vision"	"diet"	"reproduction"	"ontogeny"	"ecospace_comments"	"composition"	"architecture"	"thickness"	"reinforcement"
821274	"occ"	NA	NA	90374	"Utatsusaurus hataii"	"species"	142759	""	"Utatsusaurus hataii"	NA	"species"	142759	"Spathian"	""	251.3	247.2	"Motani et al."	1998	30360	"Chordata"	"Reptilia"	"Ichthyosauria"	"Utatsusauridae"	"Utatsusaurus"	NA	NA	NA	""	141.46666	38.516666	""	"Ogatsu"	NA	""	"JP"	"Miyagi"	""	"based on nearby landmark"	"minutes"	"small collection"	"a \"locality\" in \"Ogatsu, Miyagi\" (coordinate based on Ogatsu)"	"gp_mid"	138.63	4.65	"610"	"JP"	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	"definitely lithified based on preservation of specimens"	"not reported"	""	"lithified"	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,adpression"	""	""	""	""	""	""	""	NA	""	""	""	"\"nearly complete skeletons\" that \"experienced tectonic deformation\""	"taxonomic"	"survey of museum collection"	""	""	""	NA	""	"1982"	"Hokkaido University collection"	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
821443	"occ"	NA	NA	90422	"Leptonectes tenuirostris"	"species"	170705	""	"Leptonectes tenuirostris"	NA	"species"	171204	"Late Pliensbachian"	""	189.6	183	"Maisch and Reisdorf"	2006	30379	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Leptonectes"	NA	NA	NA	""	7.866667	47.366669	""	"Unter Hauenstein, bed 1A"	NA	""	"CH"	""	""	"based on nearby landmark"	"minutes"	"small collection"	""	"gp_mid"	24.27	38.35	"305"	"CH"	""	""	""	""	"bed"	"Amaltheus margaritatus"	""	""	""	NA	NA	NA	"early Late Pliensbachian"	"limestone nodule embedded in marly clays and marls"	"\"limestone\""	""	"lithified"	""	""	""	""	""	""	""	"offshore indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"field collection"	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
821451	"occ"	NA	NA	90428	"Leptonectes n. sp. moorei"	"species"	171229	""	"Leptonectes moorei"	NA	"species"	171229	"Early Pliensbachian"	""	189.6	183	"McGowan and Milner"	1999	30382	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Leptonectes"	NA	NA	NA	""	-2.816667	50.716667	""	"Seatown"	NA	""	"UK"	"England"	"Dorset"	"based on nearby landmark"	"minutes"	"small collection"	"on the foreshore just to the west of Seatown"	"gp_mid"	14.37	38.98	"315"	"UK"	""	"Charmouth Mudstone"	"Lias"	"Belemnite Marl"	"bed"	""	""	""	""	NA	NA	NA	"uppermost part of the Belemite Marls, 1 m below the Belemnite Stone Band"	""	"marl"	""	"lithified"	""	"Y"	""	""	""	""	""	"offshore indet."	""	""	"macrofossils"	"some"	""	"partial skeletons"	""	NA	NA	""	"body"	"good"	"parautochthonous"	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"field collection"	"BMNH"	""	""	NA	"Chris Moore"	"January 1995"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
821502	"occ"	NA	NA	90433	"Stenopterygius cf. quadriscissus"	"species"	170897	""	"Stenopterygius quadriscissus"	NA	"species"	170897	"Early Toarcian"	""	183	182	"Maisch and Ansorge"	2004	30390	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Stenopterygius"	NA	NA	NA	""	12.116667	53.599998	""	"Schwinz"	NA	""	"DE"	"Mecklenburg-Vorpommern"	""	"based on nearby landmark"	"minutes"	"small collection"	"former clay pit of Schwinz near Dobbertin"	"gp_mid"	26.66	44.65	"315"	"DE"	""	""	""	""	"bed"	"falciferum"	""	""	""	NA	NA	NA	"erratic boulders within Pleistocene sediments"	"carbonate concretions within the \"Green Series\" clay"	"claystone"	""	"lithified"	""	""	""	""	""	""	""	"offshore"	""	""	"macrofossils"	""	""	""	""	NA	NA	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"field collection"	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
821646	"occ"	NA	NA	90448	"Leptopterygius acutirostris"	"species"	427634	"recombined as"	"Ichthyosaurus acutirostris"	NA	"species"	171446	"Early Toarcian"	""	183	182	"Benton and Taylor"	1984	30422	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-0.7	54.533333	""	"alum quarry, Kettleness"	NA	"Whitby"	"UK"	"England"	"North Yorkshire"	"based on nearby landmark"	"minutes"	"outcrop"	"alum quarry at Kettleness"	"gp_mid"	16.46	42.89	"315"	"UK"	""	"Whitby Mudstone"	""	""	"group of beds"	""	""	""	""	NA	NA	NA	""	""	"\"shale\""	""	"lithified"	""	""	""	""	""	""	""	"offshore"	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	"good"	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"survey of museum collection"	""	""	""	NA	""	"1884"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
821648	"occ"	NA	NA	90458	"Leptopterygius acutirostris"	"species"	427634	"recombined as"	"Ichthyosaurus acutirostris"	NA	"species"	171446	"Early Toarcian"	""	183	182	"Benton and Taylor"	1984	30422	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-0.883333	54.549999	""	"Loftus"	NA	"Lofthouse"	"UK"	"England"	"Redcar and Cleveland"	"based on nearby landmark"	"minutes"	"outcrop"	"alum quarries, Lofthus (Lofthouse)"	"gp_mid"	16.31	42.87	"315"	"UK"	""	"Alum Shale"	""	""	"group of beds"	"Hildoceras bifrons"	""	""	""	NA	NA	NA	"\"Cement Shale\" and \"Main Alum Shale\" beds of the Alum Shale Formation"	""	"\"shale\""	""	"lithified"	""	""	""	""	""	""	""	"offshore"	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	"parautochthonous"	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"survey of museum collection"	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
821658	"occ"	NA	NA	90459	"Leptopterygius acutirostris"	"species"	427634	"recombined as"	"Ichthyosaurus acutirostris"	NA	"species"	171446	"Falciferum"	"Bifrons"	183	175.6	"Benton and Taylor"	1984	30422	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-0.6	54.483334	""	"Whitby, marine reptiles"	NA	""	"UK"	"England"	"North Yorkshire"	"based on nearby landmark"	"minutes"	"outcrop"	"from the coast near Whitby, mostly from Saltwick"	"gp_mid"	19.29	42.21	"315"	"UK"	""	"Alum Shale"	""	""	"group of beds"	""	""	""	""	NA	NA	NA	"bifrons and falciferum zones, Alum Shale and Jet Rock Formations"	""	"\"shale\""	""	"lithified"	""	""	""	""	""	""	""	"offshore"	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"survey of museum collection"	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
821659	"occ"	NA	NA	90459	"Temnodontosaurus longirostris"	"species"	261027	""	"Temnodontosaurus longirostris"	NA	"species"	261027	"Falciferum"	"Bifrons"	183	175.6	"Benton and Taylor"	1984	30422	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Temnodontosaurus"	NA	NA	NA	""	-0.6	54.483334	""	"Whitby, marine reptiles"	NA	""	"UK"	"England"	"North Yorkshire"	"based on nearby landmark"	"minutes"	"outcrop"	"from the coast near Whitby, mostly from Saltwick"	"gp_mid"	19.29	42.21	"315"	"UK"	""	"Alum Shale"	""	""	"group of beds"	""	""	""	""	NA	NA	NA	"bifrons and falciferum zones, Alum Shale and Jet Rock Formations"	""	"\"shale\""	""	"lithified"	""	""	""	""	""	""	""	"offshore"	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"survey of museum collection"	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
821667	"occ"	NA	NA	90461	"Leptopterygius acutirostris"	"species"	427634	"recombined as"	"Ichthyosaurus acutirostris"	NA	"species"	171446	"Early Toarcian"	""	183	182	"Benton and Taylor"	1984	30422	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-0.533333	54.450001	""	"Hawsker Bottoms"	NA	""	"UK"	"England"	"North Yorkshire"	"based on nearby landmark"	"minutes"	"outcrop"	""	"gp_mid"	16.62	42.84	"315"	"UK"	""	"Alum Shale"	""	""	"group of beds"	"Hildoceras bifrons"	""	""	""	NA	NA	NA	""	""	"\"shale\""	""	"lithified"	""	""	""	""	""	""	""	"offshore"	""	""	"macrofossils"	""	""	""	""	NA	NA	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"survey of museum collection"	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
850677	"occ"	NA	NA	94551	"n. gen. Phantomosaurus n. sp. neubigi"	"species"	163954	""	"Phantomosaurus neubigi"	NA	"species"	163953	"Anisian"	""	247.2	242	"Maisch and Matzke"	2006	32169	"Chordata"	"Reptilia"	"Ichthyosauria"	"Cymbospondylidae"	"Phantomosaurus"	NA	NA	NA	""	9.766667	49.966667	""	"Karlstadt/Main"	NA	"Karlstadt am Main"	"DE"	"Bayern"	"Unterfranken"	"based on nearby landmark"	"minutes"	"small collection"	"coordinate based on Karlstadt am Main"	"gp_mid"	28.81	28.64	"305"	"DE"	""	""	"Muschelkalk"	""	"bed"	"pulcher/robustus"	""	""	""	NA	NA	NA	"\"Middle pulcher/robustus Zone, lower part of Upper Muschelkalk, Late Anisian\""	""	"not reported"	""	"lithified"	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,adpression"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"chemical,survey of museum collection"	"BSP"	""	""	NA	""	""	"\"the specimen has suffered from poor chemical preparation\""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
871898	"occ"	NA	NA	96606	"Ichthyosaurus intermedius"	"species"	171443	"subjective synonym of"	"Ichthyosaurus communis"	NA	"species"	95786	"Rhaetian"	"Hettangian"	208.5	199.3	"Wright"	1860	32796	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-2.733333	51.116669	""	"Cree's Quarry, Street (bed 24)"	NA	""	"UK"	"England"	"Somerset"	"based on nearby landmark"	"minutes"	"outcrop"	"U.K. National Grid Reference ST 48 36"	"gp_mid"	8.78	34.24	"315"	"UK"	""	"White Lias"	"Penarth"	""	"bed"	""	"Cree's Quarry"	"24"	"top to bottom"	NA	NA	NA	""	""	"\"shale\""	"planar lamination,gray"	"lithified"	""	"Y"	""	""	""	""	""	"carbonate indet."	""	""	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	"parautochthonous"	""	""	""	""	""	NA	""	""	""	""	"biostratigraphic"	"selective quarrying,surface (in situ),survey of museum collection"	""	"some macrofossils"	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
871899	"occ"	NA	NA	96606	"Ichthyosaurus tenuirostris"	"species"	95785	""	"Ichthyosaurus tenuirostris"	NA	"species"	95785	"Rhaetian"	"Hettangian"	208.5	199.3	"Wright"	1860	32796	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-2.733333	51.116669	""	"Cree's Quarry, Street (bed 24)"	NA	""	"UK"	"England"	"Somerset"	"based on nearby landmark"	"minutes"	"outcrop"	"U.K. National Grid Reference ST 48 36"	"gp_mid"	8.78	34.24	"315"	"UK"	""	"White Lias"	"Penarth"	""	"bed"	""	"Cree's Quarry"	"24"	"top to bottom"	NA	NA	NA	""	""	"\"shale\""	"planar lamination,gray"	"lithified"	""	"Y"	""	""	""	""	""	"carbonate indet."	""	""	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	"parautochthonous"	""	""	""	""	""	NA	""	""	""	""	"biostratigraphic"	"selective quarrying,surface (in situ),survey of museum collection"	""	"some macrofossils"	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
871901	"occ"	NA	NA	96607	"Ichthyosaurus intermedius"	"species"	171443	"subjective synonym of"	"Ichthyosaurus communis"	NA	"species"	95786	"Rhaetian"	"Hettangian"	208.5	199.3	"Wright"	1860	32796	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-2.733333	51.116669	""	"Cree's Quarry, Street (bed 22)"	NA	""	"UK"	"England"	"Somerset"	"based on nearby landmark"	"minutes"	"outcrop"	"U.K. National Grid Reference ST 48 36"	"gp_mid"	8.78	34.24	"315"	"UK"	""	"White Lias"	"Penarth"	""	"bed"	""	"Cree's Quarry"	"22"	"top to bottom"	NA	NA	NA	""	""	"\"shale\""	"planar lamination,gray"	"lithified"	""	"Y"	""	""	""	""	""	"carbonate indet."	""	""	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	"parautochthonous"	""	""	""	""	""	NA	""	""	""	""	"biostratigraphic"	"selective quarrying,surface (in situ),survey of museum collection"	""	"some macrofossils"	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
871902	"occ"	NA	NA	96607	"Ichthyosaurus tenuirostris"	"species"	95785	""	"Ichthyosaurus tenuirostris"	NA	"species"	95785	"Rhaetian"	"Hettangian"	208.5	199.3	"Wright"	1860	32796	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-2.733333	51.116669	""	"Cree's Quarry, Street (bed 22)"	NA	""	"UK"	"England"	"Somerset"	"based on nearby landmark"	"minutes"	"outcrop"	"U.K. National Grid Reference ST 48 36"	"gp_mid"	8.78	34.24	"315"	"UK"	""	"White Lias"	"Penarth"	""	"bed"	""	"Cree's Quarry"	"22"	"top to bottom"	NA	NA	NA	""	""	"\"shale\""	"planar lamination,gray"	"lithified"	""	"Y"	""	""	""	""	""	"carbonate indet."	""	""	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	"parautochthonous"	""	""	""	""	""	NA	""	""	""	""	"biostratigraphic"	"selective quarrying,surface (in situ),survey of museum collection"	""	"some macrofossils"	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
871903	"occ"	NA	NA	96608	"Ichthyosaurus intermedius"	"species"	171443	"subjective synonym of"	"Ichthyosaurus communis"	NA	"species"	95786	"Rhaetian"	"Hettangian"	208.5	199.3	"Wright"	1860	32796	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-2.733333	51.116669	""	"Cree's Quarry, Street (bed 14)"	NA	""	"UK"	"England"	"Somerset"	"based on nearby landmark"	"minutes"	"outcrop"	"U.K. National Grid Reference ST 48 36"	"gp_mid"	8.78	34.24	"315"	"UK"	""	"White Lias"	"Penarth"	""	"bed"	""	"Cree's Quarry"	"14"	"top to bottom"	NA	NA	NA	""	""	"marl"	""	"lithified"	""	"Y"	""	""	""	""	""	"carbonate indet."	""	""	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	"parautochthonous"	""	""	""	""	""	NA	""	""	""	""	"biostratigraphic"	"selective quarrying,surface (in situ),survey of museum collection"	""	"some macrofossils"	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
871905	"occ"	NA	NA	96609	"Ichthyosaurus tenuirostris"	"species"	95785	""	"Ichthyosaurus tenuirostris"	NA	"species"	95785	"Rhaetian"	"Hettangian"	208.5	199.3	"Wright"	1860	32796	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-2.733333	51.116669	""	"Cree's Quarry, Street (bed 7)"	NA	""	"UK"	"England"	"Somerset"	"based on nearby landmark"	"minutes"	"outcrop"	"U.K. National Grid Reference ST 48 36"	"gp_mid"	8.78	34.24	"315"	"UK"	""	"White Lias"	"Penarth"	""	"bed"	""	"Cree's Quarry"	"7"	"top to bottom"	NA	NA	NA	""	""	"\"limestone\""	"gray"	"lithified"	""	"Y"	""	""	""	""	""	"carbonate indet."	""	""	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	"parautochthonous"	""	""	""	""	""	NA	""	""	""	""	"biostratigraphic"	"selective quarrying,surface (in situ),survey of museum collection"	""	"some macrofossils"	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
871909	"occ"	NA	NA	96611	"Ichthyosaurus intermedius"	"species"	171443	"subjective synonym of"	"Ichthyosaurus communis"	NA	"species"	95786	"Rhaetian"	"Hettangian"	208.5	199.3	"Wright"	1860	32796	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	NA	""	-2.733333	51.116669	""	"Cree's Quarry, Street (bed 3)"	NA	""	"UK"	"England"	"Somerset"	"based on nearby landmark"	"minutes"	"outcrop"	"U.K. National Grid Reference ST 48 36"	"gp_mid"	8.78	34.24	"315"	"UK"	""	"White Lias"	"Penarth"	""	"bed"	""	"Cree's Quarry"	"3"	"top to bottom"	NA	NA	NA	""	""	"\"shale\""	"planar lamination,yellow"	"lithified"	""	"Y"	""	""	""	""	""	"carbonate indet."	""	""	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	"parautochthonous"	""	""	""	""	""	NA	""	""	""	""	"biostratigraphic"	"selective quarrying,surface (in situ),survey of museum collection"	""	"some macrofossils"	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
872310	"occ"	NA	NA	96679	"Ophthalmosaurus natans"	"species"	173198	""	"Ophthalmosaurus natans"	NA	"species"	96492	"Oxfordian"	""	163.5	157.3	"O'Keefe et al."	2009	32894	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Ophthalmosaurus"	NA	NA	NA	""	-108.050003	44.566666	"embryonic bones presumably belong to this species"	"Greybull"	NA	""	"US"	"Wyoming"	"Big Horn"	"based on nearby landmark"	"minutes"	"small collection"	"near Greybull"	"gp_mid"	-37.63	31.71	"101"	"US"	"FED"	"Sundance"	""	"Upper"	""	""	""	""	""	NA	NA	NA	"\"final transgressive-regressive cycle of the Sundance Seaway\""	""	"\"shale\""	"glauconitic,gray,green"	"poorly lithified"	""	"Y"	"sandstone"	"fine"	"poorly lithified"	""	""	"marginal marine indet."	""	""	"macrofossils"	"many"	""	"postcrania"	""	NA	NA	"stomach contents with gastroliths and ichthyosaur embryonic elements"	"body"	"medium"	"parautochthonous"	""	""	""	""	""	NA	"frequent"	""	""	""	"taphonomic"	"selective quarrying,surface (in situ),mechanical,field collection"	"USNM"	"some macrofossils"	""	NA	"F. R. O'Keefe"	"2005"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
872313	"occ"	NA	NA	96680	"Ophthalmosaurus n. sp. chrisorum"	"species"	242544	"recombined as"	"Arthropterygius chrisorum"	NA	"species"	242544	"Oxfordian"	"Kimmeridgian"	163.5	152.1	"Maxwell"	2010	32895	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Arthropterygius"	NA	NA	1	"specimens"	-113.5	76.151108	"NMC 40608, partial skeleton"	"Cape Grassy, Melville Island ichthyosaur"	NA	""	"CA"	"Northwest Territories"	"Melville Island"	"stated in text"	"seconds"	"small collection"	""	"gp_mid"	-15.83	61.23	"106"	"CA"	""	"Ringnes"	""	""	""	""	""	""	""	NA	NA	NA	""	"The specimen was found 51 m above the base of the formation, 3.4 m above a sandstone ledge, and 14.7 m above a lower sandstone ledge, which in turn occurs 36.5 m above the base of the formation."	"not reported"	""	""	""	"Y"	"sandstone"	""	""	""	""	"marine indet."	""	""	"macrofossils"	"none"	"many"	"partial skeletons"	""	NA	NA	"\"Basioccipital, basisphenoid, partial right and left articulars, atlas-axis complex, three cervical/anterior dorsal centra, two anterior caudal centra, two posterior caudal centra, neural spine, partial right and left scapulae, right coracoid, right and left humeri, right and left radii, ulnae, and preaxial elements, right and left intermedia, isolated manual phalanges, right and left femora.\""	"body"	"good"	"parautochthonous"	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"surface (float),surface (in situ),field collection"	"NMC"	""	""	NA	"D. A. Russell and R. G. Day"	"July 21-27 1985"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
880206	"occ"	NA	NA	97635	"Baptanodon n. sp. reedi"	"species"	170321	"recombined as"	"Ophthalmosaurus reedi"	NA	"species"	170321	"Late Callovian"	"Early Oxfordian"	164.7	155.7	"Gilmore"	1907	33338	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Ophthalmosaurus"	NA	NA	1	"specimens"	-107.59063	42.83857	"UW DB"	"Dutton Creek Basin"	NA	""	"US"	"Wyoming"	"Fremont"	"based on nearby landmark"	"5"	"small collection"	"listed only as Dutton Creek Basin, a few hundred feet from the type site of Megalneusaurus rex, which means likely T33N, R90W in the Gas Hills area"	"gp_mid"	-37.85	29.96	"101"	"US"	"FED"	"Sundance"	""	"Redwater Shale"	"bed"	""	""	""	""	NA	NA	NA	"\"uppermost band of the Shirley stage\" = upper Redwater Shale Mb of Sundance Fm"	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"field collection"	"UW"	""	""	NA	"W. H. Reed"	"1905"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
880873	"occ"	NA	NA	97713	"Guizhouicthyosaurus tangae"	"species"	170542	"obsolete variant of"	"Guizhouichthyosaurus tangae"	NA	"species"	170542	"Carnian"	""	237	228	"Maisch et al."	2006	33393	"Chordata"	"Reptilia"	"Ichthyosauria"	"Shastasauridae"	"Guizhouichthyosaurus"	NA	NA	NA	""	105.199997	25.816668	""	"Wolonggang"	NA	""	"CN"	"Guizhou"	"Anshun"	"estimated from map"	"minutes"	"outcrop"	"Wolonggang"	"gp_mid"	110.65	1.99	"611"	"CN"	""	"Wayao"	""	"Falang"	"bed"	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	"some"	""	"skulls,partial skulls"	""	NA	NA	""	"body,adpression"	""	""	""	""	""	""	""	NA	""	""	""	""	"general faunal/floral"	"mechanical,survey of museum collection"	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
