min	max
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
16.97	17.36999999999999
16.97	17.36999999999999
152.9	153.48999999999998
88.15	89
91.19	94.38999999999999
88.15	89
88.15	89
88.15	89
86.46000000000001	89
86.46000000000001	89
86.46000000000001	89
86.46000000000001	89
53.81999999999999	60.829999999999984
53.81999999999999	60.829999999999984
56.28	56.75999999999999
57.139999999999986	57.599999999999994
56.28	56.75999999999999
56.28	56.75999999999999
56.28	56.75999999999999
56.28	56.75999999999999
56.28	56.75999999999999
53.81999999999999	60.829999999999984
53.81999999999999	60.829999999999984
53.81999999999999	60.829999999999984
53.81999999999999	60.829999999999984
53.81999999999999	60.829999999999984
53.54999999999998	54.03
53.629999999999995	55.69
53	53.54999999999998
53	53.54999999999998
53	53.54999999999998
53	53.54999999999998
53	53.54999999999998
53	53.54999999999998
53	53.54999999999998
52.54999999999998	53.06
52.54999999999998	53.06
52.54999999999998	52.81999999999999
53.54999999999998	54.03
53.54999999999998	54.03
53.629999999999995	55.69
47.25	47.849999999999994
50.19999999999999	50.76999999999998
102.5	104.04999999999998
107.00999999999999	107.18
107.00999999999999	107.18
86.46000000000001	87.31
104.04999999999998	105.46000000000001
104.04999999999998	106.25999999999999
104.04999999999998	106.25999999999999
96.84	97.15
86.46000000000001	89.79999999999998
58.16	63.349999999999994
58.16	63.349999999999994
150.23999999999998	150.44
150.23999999999998	150.44
58.16	69.19999999999999
107.25999999999999	107.46000000000001
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
107.09	107.18
143.1	152.9
104.98999999999998	105.85999999999999
86.46000000000001	89
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
6.599999999999994	13.689999999999998
152.9	153.48999999999998
152.9	153.48999999999998
152.9	153.48999999999998
152.9	153.48999999999998
152.9	153.48999999999998
152.9	153.48999999999998
152.9	153.48999999999998
152.9	153.48999999999998
152.9	153.48999999999998
152.9	153.48999999999998
152.9	153.48999999999998
152.9	153.48999999999998
149.53	150.44
149.53	150.44
149.53	150.44
149.53	150.44
149.53	150.44
147.6	148.48
149.53	150.44
149.53	150.44
149.53	150.44
150.23999999999998	150.44
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
152.9	154.29999999999998
115.66	134.54999999999998
127.53999999999999	130.41
127.53999999999999	130.41
152.9	153.14
120.16999999999999	123.62
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
147.6	148.13
150.23999999999998	150.44
152.9	154.29999999999998
147.6	149.53
143.1	147.6
143.1	147.6
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
152.9	153.14
153.16	153.23999999999998
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
139.7	141.69
137.35	138.92
137.35	138.92
134.54999999999998	139.7
115.66	120.16999999999999
115.66	120.16999999999999
138.92	139.7
138.92	139.7
138.92	139.7
147.6	148.13
149.53	150.44
152.9	154.29999999999998
152.9	154.29999999999998
152.9	154.29999999999998
149.53	150.44
153	153.89
86.46000000000001	87.31
84.34	86.46000000000001
84.34	89.79999999999998
88.15	89
87.31	89
87.31	89
87.31	89
87.31	89
87.31	89
86.46000000000001	89
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
104.04999999999998	105.46000000000001
104.04999999999998	105.46000000000001
57.03999999999999	59.650000000000006
96.84	97.15
89.79999999999998	105.5
89.79999999999998	105.5
99.34	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
102.63999999999999	106.25999999999999
80.25	107.46000000000001
104.04999999999998	105.46000000000001
102.63999999999999	106.25999999999999
29.97999999999999	32.11
100.75	101.22
100.28	101.69
95.62	95.91999999999999
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
107.25999999999999	107.46000000000001
32.39999999999999	39.579999999999984
75.54999999999998	76.4
19.239999999999995	29.08
1.5699999999999932	2.339999999999989
35.50999999999999	36.870000000000005
2.339999999999989	6.599999999999994
2.339999999999989	6.599999999999994
2.339999999999989	6.599999999999994
2.339999999999989	6.599999999999994
6.599999999999994	13.689999999999998
2.339999999999989	6.599999999999994
2.339999999999989	6.599999999999994
0	19.239999999999995
35.50999999999999	36.870000000000005
35.50999999999999	36.870000000000005
0	19.239999999999995
78.22999999999999	80.25
87.31	89
87.31	89
88.15	89
84.34	86.46000000000001
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
84.34	86.46000000000001
95.31	97.46000000000001
104.04999999999998	105.46000000000001
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
102.63999999999999	106.25999999999999
100.28	101.69
97.46000000000001	101.69
97.46000000000001	101.69
88.15	89
88.15	89
88.15	89
88.15	89
88.15	89
88.15	89
86.46000000000001	87.31
86.46000000000001	87.31
86.46000000000001	87.31
86.46000000000001	87.31
87.31	89
87.31	89
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
87.31	89
87.31	89
87.31	89
87.31	89
87.31	89
88.15	89
88.15	89
102.5	104.04999999999998
81.07	82.32999999999998
89	89.4
88.15	89.19999999999999
89	89.4
89	89.4
89	89.4
89	89.4
89	89.4
89	89.4
89	89.4
89	89.4
89	89.4
89	89.4
89	89.4
89	89.4
89	89.4
89	89.4
89	89.4
89	89.19999999999999
89	89.19999999999999
88.15	89
88.15	89
88.15	89
88.15	89
87.31	89
87.31	89
87.31	89
87.31	89
86.46000000000001	87.31
86.46000000000001	87.31
86.46000000000001	87.31
87.31	89
89	89.4
87.31	89
87.31	89
87.31	89
86.46000000000001	87.31
86.46000000000001	87.31
88.15	89
88.15	89
88.15	89
88.15	89
88.15	89
89	89.4
86.46000000000001	89
89	89.19999999999999
86.46000000000001	87.31
86.46000000000001	87.31
86.46000000000001	87.31
86.46000000000001	87.31
86.46000000000001	87.31
86.46000000000001	87.31
86.46000000000001	87.31
86.46000000000001	87.31
86.46000000000001	87.31
86.46000000000001	87.31
87.31	89
87.31	89
87.31	89
87.31	89
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
70.28	71.04999999999998
86.46000000000001	89
86.46000000000001	89
86.46000000000001	89
86.46000000000001	89
86.46000000000001	89
58.16	69.19999999999999
58.16	69.19999999999999
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
86.46000000000001	89.79999999999998
99.34	100.28
102.5	104.04999999999998
