Species	Status	min_age	max_age
Leptonectes_tenuirostris	extinct	201.16	201.36
Leptonectes_tenuirostris	extinct	201.16	201.36
Leptonectes_tenuirostris	extinct	201.16	201.36
Leptonectes_tenuirostris	extinct	201.16	201.36
Leptonectes_tenuirostris	extinct	201.16	201.36
Leptonectes_tenuirostris	extinct	201.16	201.36
Malawania_anachronus	extinct	126.3	133.48
Mollesaurus_periallus	extinct	169.45	170.3
Muiscasaurus_catheti	extinct	113.14	122.98
Pervushovisaurus_bannovkensis	extinct	95.47	96.24
Simbirskiasaurus_birjukovi	extinct	129.41	130.77
Pervushovisaurus_campylodon	extinct	96.24	100.5
Pervushovisaurus_campylodon	extinct	96.24	100.5
Pervushovisaurus_campylodon	extinct	96.24	100.5
Pervushovisaurus_campylodon	extinct	96.24	100.5
Platypterygius_americanus	extinct	100.5	107.59
Platypterygius_americanus	extinct	96.24	100.5
Platypterygius_americanus	extinct	96.24	100.5
Platypterygius_americanus	extinct	93.9	113.14
Platypterygius_hauthali	extinct	129.41	130.77
Platypterygius_hauthali	extinct	129.41	130.77
Platypterygius_ochevi	extinct	93.9	113.14
Stenopterygius_aaleniensis	extinct	172.13	174.15
Suevoleviathan_disinteger	extinct	181.21	182.9
Suevoleviathan_disinteger	extinct	181.21	182.9
Suevoleviathan_integer	extinct	182.05	182.9
Suevoleviathan_integer	extinct	178.24	180.36
Suevoleviathan_integer	extinct	180.36	183.7
Suevoleviathan_disinteger	extinct	180.36	183.7
Temnodontosaurus_azerguensis	extinct	178.24	180.36
Temnodontosaurus_nuertingensis	extinct	189.21	191.36
Temnodontosaurus_eurycephalus	extinct	197.95	199.36
Temnodontosaurus_platyodon	extinct	196.54	200.16
Temnodontosaurus_platyodon	extinct	196.54	200.16
Temnodontosaurus_platyodon	extinct	196.54	200.16
Temnodontosaurus_platyodon	extinct	196.54	200.16
Temnodontosaurus_platyodon	extinct	196.54	200.16
Temnodontosaurus_platyodon	extinct	196.54	200.16
Temnodontosaurus_platyodon	extinct	196.54	200.16
Temnodontosaurus_platyodon	extinct	196.54	200.16
Temnodontosaurus_platyodon	extinct	196.54	200.16
Temnodontosaurus_platyodon	extinct	196.54	200.16
Temnodontosaurus_platyodon	extinct	196.54	200.16
Temnodontosaurus_platyodon	extinct	194.18	195.59
Temnodontosaurus_platyodon	extinct	191.36	195.59
Temnodontosaurus_platyodon	extinct	191.36	195.59
Temnodontosaurus_trigonodon	extinct	182.05	182.9
Temnodontosaurus_trigonodon	extinct	182.05	182.9
Temnodontosaurus_trigonodon	extinct	182.05	182.9
Temnodontosaurus_trigonodon	extinct	182.05	182.9
Temnodontosaurus_trigonodon	extinct	182.05	182.9
Temnodontosaurus_trigonodon	extinct	182.05	182.9
Temnodontosaurus_trigonodon	extinct	180.36	181.21
Temnodontosaurus_trigonodon	extinct	180.36	181.21
Temnodontosaurus_trigonodon	extinct	180.36	181.21
Temnodontosaurus_trigonodon	extinct	180.36	181.21
Temnodontosaurus_trigonodon	extinct	181.21	182.9
Temnodontosaurus_trigonodon	extinct	181.21	182.9
Temnodontosaurus_trigonodon	extinct	180.36	183.7
Temnodontosaurus_trigonodon	extinct	180.36	183.7
Temnodontosaurus_trigonodon	extinct	180.36	183.7
Temnodontosaurus_trigonodon	extinct	180.36	183.7
Temnodontosaurus_trigonodon	extinct	180.36	183.7
Temnodontosaurus_trigonodon	extinct	180.36	183.7
Temnodontosaurus_trigonodon	extinct	180.36	183.7
Temnodontosaurus_trigonodon	extinct	180.36	183.7
Temnodontosaurus_trigonodon	extinct	181.21	182.9
Temnodontosaurus_trigonodon	extinct	181.21	182.9
Temnodontosaurus_trigonodon	extinct	181.21	182.9
Temnodontosaurus_trigonodon	extinct	181.21	182.9
Temnodontosaurus_trigonodon	extinct	181.21	182.9
Hauffiopteryx_typicus	extinct	182.05	182.9
Hauffiopteryx_typicus	extinct	182.05	182.9
Temnodontosaurus_platyodon	extinct	196.4	197.95
Hauffiopteryx_typicus	extinct	174.97	176.23
Hauffiopteryx_typicus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.05	183.1
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_quadriscissus	extinct	182.9	183.1
Stenopterygius_quadriscissus	extinct	182.9	183.1
Stenopterygius_quadriscissus	extinct	182.05	182.9
Stenopterygius_quadriscissus	extinct	182.05	182.9
Stenopterygius_quadriscissus	extinct	182.05	182.9
Stenopterygius_quadriscissus	extinct	182.05	182.9
Stenopterygius_quadriscissus	extinct	181.21	182.9
Stenopterygius_quadriscissus	extinct	181.21	182.9
Stenopterygius_quadriscissus	extinct	181.21	182.9
Stenopterygius_quadriscissus	extinct	181.21	182.9
Stenopterygius_quadriscissus	extinct	180.36	181.21
Stenopterygius_quadriscissus	extinct	180.36	181.21
Stenopterygius_quadriscissus	extinct	180.36	181.21
Stenopterygius_quadriscissus	extinct	181.21	182.9
Stenopterygius_quadriscissus	extinct	182.9	183.3
Stenopterygius_triscissus	extinct	181.21	182.9
Stenopterygius_triscissus	extinct	181.21	182.9
Stenopterygius_triscissus	extinct	181.21	182.9
Stenopterygius_triscissus	extinct	180.36	181.21
Stenopterygius_triscissus	extinct	180.36	181.21
Stenopterygius_triscissus	extinct	182.05	182.9
Stenopterygius_triscissus	extinct	182.05	182.9
Stenopterygius_triscissus	extinct	182.05	182.9
Stenopterygius_triscissus	extinct	182.05	182.9
Stenopterygius_triscissus	extinct	182.05	182.9
Stenopterygius_triscissus	extinct	182.9	183.3
Stenopterygius_triscissus	extinct	180.36	182.9
Stenopterygius_triscissus	extinct	182.9	183.1
Stenopterygius_triscissus	extinct	180.36	181.21
Stenopterygius_triscissus	extinct	180.36	181.21
Stenopterygius_uniter	extinct	180.36	181.21
Stenopterygius_uniter	extinct	180.36	181.21
Stenopterygius_uniter	extinct	180.36	181.21
Stenopterygius_uniter	extinct	180.36	181.21
Stenopterygius_uniter	extinct	180.36	181.21
Stenopterygius_uniter	extinct	180.36	181.21
Stenopterygius_uniter	extinct	180.36	181.21
Stenopterygius_uniter	extinct	180.36	181.21
Stenopterygius_uniter	extinct	181.21	182.9
Stenopterygius_uniter	extinct	181.21	182.9
Stenopterygius_uniter	extinct	181.21	182.9
Stenopterygius_uniter	extinct	181.21	182.9
Stenopterygius_quadriscissus	extinct	180.36	183.7
Stenopterygius_quadriscissus	extinct	180.36	183.7
Stenopterygius_quadriscissus	extinct	180.36	183.7
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Ophthalmosaurus_icenicus	extinct	164.18	164.95
Stenopterygius_quadriscissus	extinct	180.36	182.9
Stenopterygius_triscissus	extinct	180.36	182.9
Stenopterygius_triscissus	extinct	180.36	182.9
Stenopterygius_triscissus	extinct	180.36	182.9
Stenopterygius_triscissus	extinct	180.36	182.9
Ophthalmosaurus_natans	extinct	152.06	163.1
Ophthalmosaurus_natans	extinct	152.06	163.1
Ichthyosaurus_acutirostris	extinct	180.36	183.7
Ichthyosaurus_acutirostris	extinct	180.36	183.7
Ichthyosaurus_acutirostris	extinct	180.36	183.7
Ichthyosaurus_acutirostris	extinct	180.36	183.7
Ichthyosaurus_acutirostris	extinct	180.36	183.7
Ichthyosaurus_acutirostris	extinct	180.36	183.7
Ichthyosaurus_acutirostris	extinct	180.36	183.7
Ichthyosaurus_acutirostris	extinct	180.36	183.7
Ichthyosaurus_acutirostris	extinct	180.36	183.7
Ichthyosaurus_acutirostris	extinct	180.36	183.7
Ichthyosaurus_communis	extinct	193.24	194.18
Ichthyosaurus_communis	extinct	196.4	197.95
