accepted_name	max_ma	min_ma
Stenopterygius uniter	181.21	180.36
Stenopterygius uniter	181.21	180.36
Stenopterygius uniter	181.21	180.36
Stenopterygius uniter	181.21	180.36
Stenopterygius uniter	181.21	180.36
Stenopterygius uniter	182.9	181.21
Stenopterygius uniter	182.9	181.21
Stenopterygius uniter	182.9	181.21
Stenopterygius uniter	182.9	181.21
Stenopterygius quadriscissus	183.7	180.36
Stenopterygius quadriscissus	183.7	180.36
Stenopterygius quadriscissus	183.7	180.36
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Ophthalmosaurus icenicus	164.95	164.18
Stenopterygius quadriscissus	182.9	180.36
Stenopterygius triscissus	182.9	180.36
Stenopterygius triscissus	182.9	180.36
Stenopterygius triscissus	182.9	180.36
Stenopterygius triscissus	182.9	180.36
Ophthalmosaurus natans	163.1	152.06
Ophthalmosaurus natans	163.1	152.06
Ichthyosaurus acutirostris	183.7	180.36
Ichthyosaurus acutirostris	183.7	180.36
Ichthyosaurus acutirostris	183.7	180.36
Ichthyosaurus acutirostris	183.7	180.36
Ichthyosaurus acutirostris	183.7	180.36
Ichthyosaurus acutirostris	183.7	180.36
Ichthyosaurus acutirostris	183.7	180.36
Ichthyosaurus acutirostris	183.7	180.36
Ichthyosaurus acutirostris	183.7	180.36
Ichthyosaurus acutirostris	183.7	180.36
Ichthyosaurus communis	194.18	193.24
Ichthyosaurus communis	197.95	196.4
